clip_filename,used,delta_clarity_score
jarvis_1_001_0000000_0006000.wav,enhanced,0.5718467104946683
jarvis_1_002_0012000_0018000.wav,enhanced,0.8041585433117717
jarvis_1_003_0021000_0027000.wav,enhanced,0.8006027434822727
jarvis_1_005_0039000_0045000.wav,enhanced,0.5042739223456891
jarvis_1_006_0048000_0054000.wav,original,-8.45757955666781
jarvis_1_010_0090000_0096000.wav,original,0.05420406920499943
jarvis_1_012_0114000_0120000.wav,enhanced,1.3336289849289642
jarvis_1_013_0129000_0135000.wav,enhanced,1.1477339744821933
jarvis_1_014_0138000_0144000.wav,enhanced,0.18793422371631152
jarvis_1_015_0147000_0153000.wav,original,-0.8345864164483032
jarvis_1_016_0156000_0162000.wav,original,0.09409244494986524
jarvis_1_017_0168000_0174000.wav,enhanced,0.7353396432758785
jarvis_1_018_0177000_0183000.wav,enhanced,1.52350712846129
jarvis_1_020_0198000_0204000.wav,enhanced,0.6042638548528032
jarvis_1_021_0207000_0213000.wav,enhanced,0.4667996172831579
jarvis_1_023_0231000_0237000.wav,enhanced,0.9668933227471683
jarvis_1_024_0243000_0249000.wav,enhanced,1.3149260192614491
jarvis_1_025_0255000_0261000.wav,original,-0.045496509618331515
jarvis_1_026_0264000_0270000.wav,enhanced,0.8837874174940765
jarvis_1_028_0288000_0294000.wav,original,-1.2950204404106955
jarvis_1_029_0297000_0303000.wav,enhanced,1.2024213183485557
jarvis_1_030_0306000_0312000.wav,enhanced,0.8595880284812125
jarvis_1_032_0330000_0336000.wav,original,-3.569443257020964
jarvis_1_033_0342000_0348000.wav,original,0.04274981824902113
jarvis_1_034_0351000_0357000.wav,original,-0.8837227595757042
jarvis_1_035_0363000_0369000.wav,enhanced,0.7303474794197626
jarvis_1_038_0396000_0402000.wav,enhanced,0.26524818427667185
jarvis_1_039_0408000_0414000.wav,enhanced,0.3780079419857998
jarvis_1_040_0420000_0426000.wav,original,0.11955110009586178
jarvis_1_042_0441000_0447000.wav,original,-8.758684504006553
jarvis_1_043_0450000_0456000.wav,enhanced,0.530405743866055
jarvis_1_044_0462000_0468000.wav,original,-0.24039751604577475
jarvis_ii_001_0006000_0012000.wav,enhanced,1.0488547775692894
